gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Female,47,Black,Separated,HS-grad,United-States,Local-gov,Adm-clerical,469,<=50K
Female,49,Black,Separated,10th,United-States,Local-gov,Other-service,581,<=50K
Female,41,Asian-Pac-Islander,Divorced,HS-grad,United-States,Local-gov,Prof-specialty,2320,<=50K
Female,46,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,2836,<=50K
Female,50,White,Divorced,HS-grad,Dominican-Republic,Local-gov,Other-service,3825,<=50K
Female,41,Black,Divorced,HS-grad,United-States,Local-gov,Transport-moving,4752,<=50K
Female,50,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,4960,<=50K
Female,41,Black,Never-married,7th-8th,United-States,Local-gov,Other-service,5387,<=50K
Female,46,Black,Separated,9th,United-States,Local-gov,Other-service,5654,<=50K
Female,45,Black,Never-married,HS-grad,United-States,Local-gov,Adm-clerical,5849,<=50K
Female,42,White,Divorced,HS-grad,United-States,Local-gov,Protective-serv,10048,<=50K
Female,49,White,Divorced,HS-grad,United-States,Local-gov,Other-service,10230,<=50K
Female,48,White,Never-married,HS-grad,United-States,Local-gov,Exec-managerial,10475,<=50K
Female,45,White,Never-married,HS-grad,United-States,Local-gov,Adm-clerical,10656,<=50K
Female,41,White,Never-married,HS-grad,United-States,Local-gov,Other-service,11224,<=50K
Female,43,White,Divorced,HS-grad,United-States,Local-gov,Protective-serv,11601,<=50K
Female,41,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,12169,<=50K
Female,46,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,12399,<=50K
Female,42,White,Widowed,HS-grad,United-States,Local-gov,Transport-moving,12643,<=50K
Female,43,Black,Divorced,HS-grad,United-States,Local-gov,Tech-support,13564,<=50K
Female,45,Black,Divorced,HS-grad,United-States,Local-gov,Other-service,14578,<=50K
Female,49,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,14638,<=50K
Female,46,White,Divorced,HS-grad,United-States,Local-gov,Prof-specialty,15457,<=50K
Female,45,White,Never-married,HS-grad,United-States,Local-gov,Adm-clerical,15500,<=50K
Female,43,Amer-Indian-Eskimo,Divorced,HS-grad,United-States,Local-gov,Exec-managerial,18130,<=50K
Female,47,White,Divorced,HS-grad,United-States,Local-gov,Exec-managerial,18826,<=50K
Female,41,White,Divorced,HS-grad,United-States,Local-gov,Exec-managerial,20447,<=50K
Female,42,White,Married-spouse-absent,7th-8th,Puerto-Rico,Local-gov,Other-service,21721,<=50K
Female,45,Black,Married-spouse-absent,HS-grad,United-States,Local-gov,Adm-clerical,23370,<=50K
Female,45,Black,Separated,HS-grad,United-States,Local-gov,Other-service,23925,<=50K
Female,50,Black,Never-married,HS-grad,United-States,Local-gov,Other-service,25554,<=50K
Female,47,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,27634,<=50K
Female,50,White,Widowed,HS-grad,United-States,Local-gov,Transport-moving,28498,<=50K
Female,41,Black,Separated,HS-grad,United-States,Local-gov,Other-service,28538,<=50K
Female,45,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,29393,<=50K
Female,44,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,29998,<=50K
