gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Male,45,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Farming-fishing,1309,>50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Transport-moving,4547,<=50K
Male,45,White,Married-civ-spouse,Assoc-voc,United-States,Self-emp-not-inc,Farming-fishing,6542,<=50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,8717,<=50K
Male,45,White,Married-civ-spouse,Assoc-voc,United-States,Self-emp-not-inc,Farming-fishing,10389,>50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Farming-fishing,11028,<=50K
Male,45,White,Married-civ-spouse,Masters,United-States,Private,Adm-clerical,11225,>50K
Male,45,White,Married-civ-spouse,Assoc-voc,United-States,Private,Farming-fishing,13252,<=50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Adm-clerical,15154,<=50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Transport-moving,15540,>50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Private,Other-service,17145,<=50K
Male,45,White,Married-civ-spouse,Assoc-voc,United-States,Self-emp-not-inc,Protective-serv,17580,<=50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Private,Other-service,17719,<=50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,17959,<=50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Adm-clerical,18071,>50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Farming-fishing,20656,>50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Transport-moving,21830,<=50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Other-service,23660,<=50K
Male,45,White,Married-civ-spouse,Masters,United-States,Private,Other-service,23842,<=50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,24323,>50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,24390,<=50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Transport-moving,27401,>50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Transport-moving,27410,>50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,27768,<=50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Farming-fishing,27780,<=50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Farming-fishing,27823,<=50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,27995,>50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,28186,<=50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,28379,<=50K
