gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Female,57,White,Never-married,Prof-school,United-States,Private,Prof-specialty,3454,<=50K
Female,52,White,Divorced,Assoc-voc,United-States,Self-emp-not-inc,Prof-specialty,3630,<=50K
Female,58,White,Widowed,Assoc-voc,United-States,Private,Prof-specialty,6307,<=50K
Female,52,White,Divorced,Assoc-acdm,United-States,Private,Prof-specialty,6599,<=50K
Female,52,White,Separated,Assoc-acdm,United-States,Private,Prof-specialty,10951,<=50K
Female,51,White,Divorced,Assoc-acdm,United-States,Private,Prof-specialty,12782,<=50K
Female,60,White,Widowed,Assoc-voc,United-States,Private,Craft-repair,14003,<=50K
Female,54,White,Never-married,Prof-school,United-States,Private,Prof-specialty,14870,<=50K
Female,60,White,Divorced,Assoc-voc,United-States,Private,Prof-specialty,17138,<=50K
Female,57,White,Widowed,Assoc-voc,United-States,Private,Prof-specialty,18166,<=50K
Female,51,White,Separated,Assoc-voc,United-States,Private,Prof-specialty,20374,<=50K
Female,59,White,Divorced,Assoc-voc,United-States,Private,Prof-specialty,21463,<=50K
Female,53,White,Never-married,Prof-school,United-States,Private,Prof-specialty,22261,<=50K
Female,57,White,Divorced,Assoc-acdm,United-States,Private,Tech-support,22575,<=50K
Female,51,White,Never-married,Prof-school,United-States,Private,Prof-specialty,23433,>50K
Female,55,White,Divorced,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,24685,<=50K
Female,53,White,Divorced,Assoc-voc,United-States,Private,Prof-specialty,28758,<=50K
