gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,717,>50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,1744,<=50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,2122,>50K
Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,2525,>50K
Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,3544,>50K
Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,3714,<=50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,4267,>50K
Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,4533,>50K
Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,6133,>50K
Male,42,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,7517,<=50K
Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,8602,>50K
Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,9232,<=50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,10267,>50K
Male,41,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,10497,>50K
Male,41,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,11459,<=50K
Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,11741,<=50K
Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,12761,>50K
Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,13452,>50K
Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,15683,>50K
Male,41,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,15756,>50K
Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,19131,>50K
Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,19817,>50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,20045,<=50K
Male,42,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,21327,>50K
Male,42,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,22274,>50K
Male,41,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,22377,<=50K
Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,22484,>50K
Male,41,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,23118,>50K
Male,41,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,23613,>50K
Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,23702,>50K
Male,41,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,24411,>50K
Male,41,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,24471,<=50K
Male,42,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,24717,<=50K
Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,24756,>50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,26699,>50K
Male,42,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,27588,>50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,28411,<=50K
Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,28942,>50K
Male,42,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,30015,>50K
