gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Male,46,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,689,<=50K
Male,46,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,2106,>50K
Male,48,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Prof-specialty,2878,>50K
Male,46,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Prof-specialty,3976,>50K
Male,47,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,4567,<=50K
Male,48,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,6365,<=50K
Male,46,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,6930,>50K
Male,47,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,8134,<=50K
Male,50,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,8683,>50K
Male,49,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,9740,>50K
Male,47,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,10210,>50K
Male,47,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Craft-repair,10560,>50K
Male,47,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,11332,>50K
Male,47,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Craft-repair,14138,<=50K
Male,46,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Prof-specialty,14220,>50K
Male,49,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Prof-specialty,14586,>50K
Male,47,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,14785,>50K
Male,46,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,15138,<=50K
Male,46,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,16843,>50K
Male,47,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Prof-specialty,21285,>50K
Male,49,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,23014,<=50K
Male,48,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,23567,<=50K
Male,49,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,24243,>50K
Male,49,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,24782,<=50K
Male,46,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Tech-support,26930,>50K
Male,46,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,27418,>50K
Male,48,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,27632,<=50K
Male,47,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Prof-specialty,29596,<=50K
