gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Female,39,White,Divorced,Some-college,United-States,Private,Exec-managerial,2488,>50K
Female,40,White,Divorced,Some-college,United-States,Private,Exec-managerial,2715,<=50K
Female,40,White,Divorced,Some-college,United-States,Private,Exec-managerial,4868,<=50K
Female,37,White,Divorced,Some-college,United-States,Private,Exec-managerial,7998,<=50K
Female,39,White,Divorced,Some-college,Mexico,Private,Exec-managerial,13548,<=50K
Female,36,White,Divorced,Some-college,United-States,Private,Exec-managerial,14469,<=50K
Female,37,White,Divorced,Some-college,United-States,Private,Exec-managerial,15920,>50K
Female,36,White,Divorced,Some-college,United-States,Private,Exec-managerial,16869,<=50K
Female,39,White,Divorced,Some-college,United-States,Private,Exec-managerial,16991,<=50K
Female,38,White,Divorced,Some-college,United-States,Private,Exec-managerial,21580,<=50K
Female,39,White,Divorced,Some-college,United-States,Private,Exec-managerial,21976,<=50K
Female,40,White,Divorced,Some-college,United-States,Private,Exec-managerial,22322,<=50K
Female,39,White,Divorced,Some-college,United-States,Private,Exec-managerial,23063,<=50K
Female,38,White,Divorced,Some-college,United-States,Private,Exec-managerial,24494,<=50K
Female,37,White,Divorced,Some-college,United-States,Self-emp-not-inc,Exec-managerial,28002,<=50K
Female,39,White,Divorced,Some-college,United-States,Private,Exec-managerial,28008,<=50K
