gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Male,30,White,Never-married,HS-grad,United-States,Private,Transport-moving,437,<=50K
Male,30,White,Never-married,HS-grad,United-States,Private,Adm-clerical,1365,<=50K
Male,30,White,Never-married,HS-grad,United-States,Private,Other-service,3492,<=50K
Male,30,White,Separated,HS-grad,United-States,Private,Transport-moving,5103,<=50K
Male,30,White,Never-married,HS-grad,United-States,Private,Adm-clerical,7028,<=50K
Male,30,White,Never-married,HS-grad,United-States,Private,Transport-moving,7608,>50K
Male,30,White,Never-married,HS-grad,United-States,Private,Protective-serv,7991,<=50K
Male,30,White,Never-married,HS-grad,United-States,Private,Other-service,8131,<=50K
Male,30,White,Never-married,HS-grad,United-States,Private,Protective-serv,9714,<=50K
Male,30,White,Married-spouse-absent,HS-grad,United-States,Private,Adm-clerical,11439,<=50K
Male,30,White,Never-married,HS-grad,Ireland,Private,Other-service,11938,<=50K
Male,30,White,Divorced,HS-grad,United-States,Private,Transport-moving,12699,<=50K
Male,30,White,Never-married,HS-grad,United-States,Private,Adm-clerical,13931,<=50K
Male,30,White,Never-married,HS-grad,United-States,Private,Farming-fishing,14999,<=50K
Male,30,White,Divorced,HS-grad,United-States,Private,Transport-moving,15046,<=50K
Male,30,White,Never-married,HS-grad,Puerto-Rico,Private,Other-service,24879,<=50K
Male,30,White,Never-married,HS-grad,United-States,Private,Other-service,29108,<=50K
Male,30,White,Divorced,HS-grad,United-States,Private,Transport-moving,30130,<=50K
