gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Male,58,White,Married-civ-spouse,Masters,United-States,Private,Sales,1688,<=50K
Male,54,White,Married-civ-spouse,Masters,United-States,Private,Sales,3148,<=50K
Male,53,White,Married-civ-spouse,Masters,United-States,Private,Sales,5213,>50K
Male,55,White,Married-civ-spouse,Masters,United-States,Private,Sales,7456,>50K
Male,51,White,Married-civ-spouse,Masters,United-States,Private,Sales,12138,>50K
Male,59,White,Married-civ-spouse,Doctorate,United-States,Private,Sales,13197,<=50K
Male,59,White,Married-civ-spouse,Masters,United-States,Private,Sales,14872,>50K
Male,51,White,Married-civ-spouse,Masters,United-States,Private,Sales,15275,>50K
Male,54,White,Married-civ-spouse,Masters,United-States,Private,Sales,15723,>50K
Male,54,White,Married-civ-spouse,Masters,United-States,Private,Sales,22845,>50K
Male,52,White,Married-civ-spouse,Masters,United-States,Private,Sales,24762,<=50K
