gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Male,26,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,764,<=50K
Male,30,White,Divorced,Some-college,United-States,Private,Handlers-cleaners,3387,<=50K
Male,26,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,8095,<=50K
Male,26,White,Divorced,Some-college,United-States,Private,Handlers-cleaners,8231,<=50K
Male,30,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,10160,<=50K
Male,26,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,18665,<=50K
Male,29,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,23582,<=50K
Male,28,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,24039,<=50K
Male,28,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,27077,<=50K
Male,27,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,28773,<=50K
Male,29,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,29269,<=50K
Male,30,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,29406,<=50K
Male,28,White,Divorced,Some-college,United-States,Private,Handlers-cleaners,30083,<=50K
