gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Male,39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,297,<=50K
Male,38,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,577,<=50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,1271,<=50K
Male,32,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,2244,<=50K
Male,39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,3021,<=50K
Male,33,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,3474,<=50K
Male,29,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,4691,<=50K
Male,34,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,5258,<=50K
Male,30,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,5417,<=50K
Male,39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,5524,>50K
Male,34,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,5784,>50K
Male,28,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,6973,>50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,7282,>50K
Male,33,White,Married-civ-spouse,11th,United-States,Self-emp-not-inc,Exec-managerial,7708,<=50K
Male,27,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,8084,>50K
Male,36,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,8098,<=50K
Male,35,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,8553,<=50K
Male,34,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,8612,<=50K
Male,27,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,9446,<=50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,9827,>50K
Male,38,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,12569,<=50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,12665,<=50K
Male,34,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,12717,<=50K
Male,32,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,12896,<=50K
Male,26,White,Married-civ-spouse,HS-grad,Outlying-US(Guam-USVI-etc),Self-emp-not-inc,Exec-managerial,13592,<=50K
Male,30,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,14694,<=50K
Male,34,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,15316,<=50K
Male,38,White,Married-civ-spouse,11th,United-States,Self-emp-not-inc,Exec-managerial,15994,>50K
Male,31,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,16094,<=50K
Male,38,White,Married-civ-spouse,10th,United-States,Self-emp-not-inc,Sales,16125,>50K
Male,26,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,16362,<=50K
Male,32,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,16403,>50K
Male,30,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,17020,>50K
Male,29,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,18089,<=50K
Male,33,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,18263,>50K
Male,39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,18275,<=50K
Male,38,White,Married-civ-spouse,7th-8th,United-States,Self-emp-not-inc,Sales,18822,>50K
Male,27,White,Married-civ-spouse,11th,United-States,Self-emp-not-inc,Exec-managerial,19103,<=50K
Male,38,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Handlers-cleaners,19125,>50K
Male,33,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,19360,<=50K
Male,31,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,20275,>50K
Male,38,White,Married-civ-spouse,7th-8th,Mexico,Self-emp-not-inc,Sales,20363,<=50K
Male,39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,20551,<=50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,20839,<=50K
Male,28,White,Married-civ-spouse,HS-grad,Poland,Self-emp-not-inc,Exec-managerial,22183,<=50K
Male,38,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,22207,<=50K
Male,35,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,23075,<=50K
Male,35,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,24742,<=50K
Male,32,White,Married-civ-spouse,10th,United-States,Self-emp-not-inc,Exec-managerial,25074,<=50K
Male,39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,25284,<=50K
Male,26,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,25296,<=50K
Male,34,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,26040,<=50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,26148,>50K
Male,33,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,27316,<=50K
Male,39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,27577,<=50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,29848,>50K
