gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Male,37,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,859,>50K
Male,32,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,1623,<=50K
Male,38,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,1757,<=50K
Male,36,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,2584,<=50K
Male,39,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,3090,<=50K
Male,34,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,6876,<=50K
Male,31,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,7054,<=50K
Male,38,White,Married-civ-spouse,11th,United-States,Self-emp-not-inc,Craft-repair,7251,<=50K
Male,34,White,Married-civ-spouse,11th,United-States,Self-emp-not-inc,Machine-op-inspct,7982,<=50K
Male,32,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,8427,<=50K
Male,36,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,8519,<=50K
Male,31,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,8931,<=50K
Male,34,White,Married-civ-spouse,11th,United-States,Self-emp-not-inc,Craft-repair,11300,<=50K
Male,37,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,12162,<=50K
Male,38,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,12339,>50K
Male,36,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,13981,<=50K
Male,36,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,14433,<=50K
Male,33,White,Married-civ-spouse,11th,United-States,Self-emp-not-inc,Craft-repair,15539,<=50K
Male,34,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,16982,<=50K
Male,31,White,Married-civ-spouse,11th,Mexico,Private,Craft-repair,17970,<=50K
Male,40,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,18465,<=50K
Male,36,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,18524,<=50K
Male,35,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,18864,<=50K
Male,38,White,Married-civ-spouse,11th,Guatemala,Private,Craft-repair,20290,<=50K
Male,36,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,20449,<=50K
Male,36,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,20471,<=50K
Male,33,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,20810,<=50K
Male,35,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,21195,<=50K
Male,37,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,22216,>50K
Male,38,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,22341,<=50K
Male,36,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,23399,>50K
Male,39,White,Married-civ-spouse,11th,United-States,Private,Prof-specialty,23670,<=50K
Male,35,White,Married-civ-spouse,11th,United-States,Self-emp-not-inc,Craft-repair,24797,<=50K
Male,37,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,25331,<=50K
Male,36,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,26639,<=50K
Male,39,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,27296,<=50K
Male,37,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,27899,<=50K
Male,31,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,28711,<=50K
Male,38,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,29130,<=50K
Male,31,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,29641,<=50K
Male,32,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,29889,<=50K
