gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Male,40,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,720,>50K
Male,38,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,7638,>50K
Male,39,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,9666,<=50K
Male,40,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,11612,>50K
Male,38,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,12784,>50K
Male,36,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,14700,>50K
Male,38,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,17001,>50K
Male,36,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,18331,>50K
Male,36,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,24522,<=50K
Male,40,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,29855,>50K
