gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Female,23,White,Never-married,Bachelors,United-States,Private,Adm-clerical,12,<=50K
Female,21,White,Never-married,Some-college,United-States,Private,Other-service,111,<=50K
Female,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,117,<=50K
Female,19,White,Never-married,Some-college,United-States,Private,Adm-clerical,361,<=50K
Female,28,White,Never-married,Some-college,United-States,Private,Other-service,372,<=50K
Female,31,White,Never-married,Bachelors,United-States,Self-emp-inc,Farming-fishing,495,<=50K
Female,23,White,Never-married,Bachelors,United-States,Private,Adm-clerical,545,<=50K
Female,27,White,Never-married,Bachelors,United-States,Private,Other-service,564,<=50K
Female,20,White,Never-married,Some-college,United-States,Private,Other-service,669,<=50K
Female,23,White,Never-married,Some-college,United-States,Private,Other-service,671,<=50K
Female,25,White,Never-married,Assoc-voc,United-States,Private,Other-service,674,<=50K
Female,19,White,Never-married,Some-college,United-States,Private,Other-service,680,<=50K
Female,26,White,Never-married,Some-college,United-States,Private,Farming-fishing,710,<=50K
Female,22,White,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,904,<=50K
Female,31,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,950,<=50K
Female,20,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,1037,<=50K
Female,37,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,1044,<=50K
Female,19,White,Never-married,Some-college,United-States,Private,Other-service,1050,<=50K
Female,22,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,1082,<=50K
Female,19,White,Never-married,Some-college,United-States,Private,Other-service,1098,<=50K
Female,27,White,Never-married,Bachelors,United-States,Private,Adm-clerical,1131,<=50K
Female,42,White,Never-married,Some-college,United-States,Private,Adm-clerical,1138,<=50K
Female,38,White,Never-married,Bachelors,United-States,Private,Adm-clerical,1154,<=50K
Female,28,White,Never-married,Assoc-acdm,United-States,Private,Other-service,1169,<=50K
Female,20,White,Never-married,Some-college,United-States,Private,Other-service,1171,<=50K
Female,35,White,Never-married,Bachelors,United-States,Private,Adm-clerical,1236,<=50K
Female,43,White,Never-married,Masters,Poland,Private,Other-service,1259,<=50K
Female,47,White,Never-married,Some-college,United-States,Private,Adm-clerical,1303,<=50K
Female,40,White,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,1305,<=50K
Female,26,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,1356,<=50K
Female,20,White,Never-married,Some-college,United-States,Private,Farming-fishing,1401,<=50K
Female,24,White,Never-married,Some-college,United-States,Private,Adm-clerical,1430,<=50K
Female,23,White,Never-married,Bachelors,United-States,Private,Adm-clerical,1458,<=50K
Female,18,White,Never-married,Some-college,United-States,Private,Other-service,1563,<=50K
Female,38,White,Never-married,Bachelors,United-States,Private,Adm-clerical,1601,<=50K
Female,19,White,Never-married,Some-college,United-States,Private,Other-service,1616,<=50K
Female,21,White,Never-married,Some-college,Puerto-Rico,Private,Other-service,1698,<=50K
Female,35,White,Never-married,Bachelors,United-States,Private,Adm-clerical,1766,<=50K
Female,23,White,Never-married,Some-college,United-States,Private,Other-service,1853,<=50K
Female,31,White,Never-married,Some-college,United-States,Private,Other-service,1854,<=50K
Female,22,White,Never-married,Some-college,United-States,Private,Adm-clerical,1888,<=50K
Female,61,White,Never-married,Some-college,United-States,Private,Priv-house-serv,1964,<=50K
Female,21,White,Never-married,Some-college,United-States,Private,Other-service,1987,<=50K
Female,22,White,Never-married,Some-college,United-States,Private,Adm-clerical,2014,<=50K
Female,25,White,Never-married,Bachelors,United-States,Private,Adm-clerical,2020,<=50K
Female,23,White,Never-married,Some-college,United-States,Private,Adm-clerical,2037,<=50K
Female,19,White,Never-married,Some-college,United-States,Private,Adm-clerical,2151,<=50K
Female,24,White,Never-married,Some-college,United-States,Private,Adm-clerical,2223,<=50K
Female,35,White,Never-married,Assoc-voc,United-States,Private,Other-service,2255,<=50K
