gender,age,race,marital-status,education,native-country,workclass,occupation,ID,income
Female,67,White,Divorced,HS-grad,United-States,Local-gov,Other-service,1496,<=50K
Female,66,White,Widowed,HS-grad,United-States,Private,Adm-clerical,1904,<=50K
Female,68,White,Widowed,HS-grad,United-States,Private,Adm-clerical,2226,<=50K
Female,66,Black,Divorced,10th,United-States,State-gov,Other-service,4248,<=50K
Female,66,Black,Never-married,HS-grad,United-States,Private,Other-service,5129,<=50K
Female,70,White,Divorced,HS-grad,United-States,Private,Protective-serv,5669,<=50K
Female,70,White,Divorced,HS-grad,United-States,Private,Other-service,5793,<=50K
Female,66,White,Widowed,HS-grad,United-States,Local-gov,Adm-clerical,6086,<=50K
Female,69,White,Widowed,HS-grad,United-States,Private,Adm-clerical,7665,<=50K
Female,70,White,Widowed,HS-grad,United-States,Private,Adm-clerical,7966,<=50K
Female,70,White,Widowed,HS-grad,United-States,Self-emp-not-inc,Other-service,8776,<=50K
Female,69,White,Widowed,HS-grad,United-States,Private,Adm-clerical,8993,<=50K
Female,66,White,Widowed,HS-grad,England,Private,Priv-house-serv,9061,<=50K
Female,67,White,Widowed,HS-grad,United-States,Self-emp-not-inc,Other-service,9199,<=50K
Female,66,Black,Separated,9th,United-States,Private,Other-service,9778,<=50K
Female,68,Black,Separated,10th,United-States,Local-gov,Other-service,10126,<=50K
Female,68,Black,Widowed,10th,United-States,Private,Other-service,10737,<=50K
Female,68,White,Widowed,HS-grad,England,Private,Other-service,10913,<=50K
Female,69,White,Widowed,HS-grad,United-States,Private,Adm-clerical,11223,<=50K
Female,70,Black,Widowed,7th-8th,United-States,Private,Other-service,11442,<=50K
Female,66,White,Widowed,10th,United-States,Private,Transport-moving,13499,<=50K
Female,67,White,Widowed,HS-grad,Germany,Private,Adm-clerical,14357,>50K
Female,66,White,Widowed,HS-grad,United-States,Private,Priv-house-serv,14512,<=50K
Female,68,White,Widowed,HS-grad,United-States,Self-emp-inc,Other-service,14820,<=50K
Female,68,Amer-Indian-Eskimo,Widowed,7th-8th,United-States,Private,Other-service,14997,<=50K
Female,67,White,Widowed,7th-8th,United-States,Local-gov,Other-service,15245,<=50K
Female,66,White,Widowed,HS-grad,United-States,Local-gov,Other-service,15881,<=50K
Female,66,White,Widowed,7th-8th,United-States,Local-gov,Other-service,16523,<=50K
Female,70,White,Widowed,7th-8th,United-States,Private,Other-service,17160,<=50K
Female,66,Black,Widowed,7th-8th,United-States,Private,Other-service,18305,<=50K
Female,69,Black,Widowed,HS-grad,United-States,Local-gov,Adm-clerical,18771,<=50K
Female,66,White,Widowed,HS-grad,United-States,Private,Adm-clerical,18778,<=50K
Female,70,White,Divorced,HS-grad,United-States,Private,Other-service,20372,<=50K
Female,69,White,Divorced,HS-grad,United-States,Private,Other-service,20632,<=50K
Female,66,White,Widowed,HS-grad,United-States,Local-gov,Adm-clerical,21597,>50K
Female,66,Black,Widowed,HS-grad,United-States,Local-gov,Transport-moving,22099,<=50K
Female,67,White,Widowed,HS-grad,United-States,Self-emp-not-inc,Other-service,22317,<=50K
Female,70,White,Widowed,HS-grad,United-States,Local-gov,Adm-clerical,22471,<=50K
Female,69,White,Widowed,HS-grad,United-States,Private,Other-service,23099,<=50K
Female,67,White,Never-married,HS-grad,United-States,Private,Adm-clerical,23121,<=50K
Female,70,White,Widowed,HS-grad,United-States,Private,Adm-clerical,23234,<=50K
Female,69,White,Widowed,11th,United-States,Federal-gov,Adm-clerical,23441,<=50K
Female,67,White,Widowed,11th,United-States,Private,Adm-clerical,24634,<=50K
Female,66,White,Widowed,7th-8th,Germany,Private,Other-service,25938,<=50K
Female,69,Black,Separated,HS-grad,United-States,Private,Transport-moving,26392,<=50K
Female,67,White,Widowed,HS-grad,United-States,Private,Other-service,26468,<=50K
Female,67,White,Widowed,11th,United-States,Private,Other-service,26672,<=50K
Female,66,Asian-Pac-Islander,Never-married,HS-grad,United-States,Private,Adm-clerical,28703,<=50K
